CNPJ,ESPECIALIDADE,ESTABELECIMENTO
1422664001426,Americana,Restaurante
1422664001507,Americana,Restaurante
1422664001698,Americana,Restaurante
1422664001779,Americana,Restaurante
1422664001850,Americana,Restaurante
1422664001930,Americana,Restaurante
1422664002074,Americana,Restaurante
1422664002155,Americana,Restaurante
1422664002236,Americana,Restaurante
1422664002317,Americana,Restaurante
1423816000190,Cozinha regional,Restaurante
1426689000183,Brasileira,Cafeteria
1427909000193,Portuguesa,Restaurante
1433857000168,Brasileira,Similar
1434608000197,Brasileira,Restaurante
1436334000175,Brasileira | Cozinha regional,Restaurante
1436620000130,Italiana,Restaurante
1437777000180,Brasileira,Restaurante
1437931000114,Alemã | Italiana,Similar
1440952000199,Brasileira,Restaurante
1441296000149,Tailandesa,Restaurante
1441300000179,Brasileira | Cozinha regional,Restaurante
1447320000157,Italiana,Restaurante
1448939000186,Brasileira,Similar
1452688000103,Brasileira,Restaurante
1455000000149,Brasileira,Similar
1460150000140,Cozinha regional | Portuguesa | Árabe,Restaurante
1461399000170,Brasileira | Cozinha regional | Italiana,Restaurante
1462754000126,Brasileira,Restaurante
1467439000191,Americana,Restaurante
1467439000353,Americana,Restaurante
1467439000515,Americana,Restaurante
1469210000196,Brasileira,Restaurante
1471329000101,Brasileira,Restaurante
1472212000134,Brasileira | Cozinha regional,Restaurante
1473851000114,Brasileira,Restaurante
1473854000158,Brasileira | Árabe,Bar
1477171000179,Chinesa | Japonesa,Restaurante
1477171000179,Japonesa,Restaurante
1477466000145,Americana,Restaurante
1477466000307,Americana,Restaurante
1477466000498,Americana,Restaurante
1477466000579,Americana,Restaurante
1477466000650,Americana,Restaurante
1477466001117,Americana,Restaurante
1477466001206,Americana,Restaurante
1477466001389,Americana,Restaurante
1477466001460,Americana,Restaurante
1477466001540,Americana,Restaurante
1484830000102,Brasileira | Cozinha regional,Restaurante
1491039000111,Brasileira,Similar
1495477000158,Brasileira | Portuguesa,Restaurante
1495477000158,Portuguesa,Restaurante
1506558000106,Brasileira,Similar
1506634000183,Brasileira,Restaurante
1506917000125,Brasileira,Restaurante
1511761000170,Alemã | Brasileira,Restaurante
1513851000109,Brasileira,Restaurante
1518248000101,Chinesa | Japonesa,Restaurante
1519405000101,Brasileira | Cozinha regional | Portuguesa,Restaurante
1521739000101,Brasileira,Restaurante
1523486000105,Americana | Brasileira,Restaurante
1523486000105,Brasileira,Restaurante
1523743000109,Brasileira,Similar
1523808000116,Brasileira,Restaurante
1524963000157,Brasileira | Cozinha regional,Restaurante
1524963000408,Brasileira | Cozinha regional,Restaurante
1524963000580,Brasileira | Cozinha regional,Restaurante
1524963000661,Brasileira | Cozinha regional,Restaurante
1524963000904,Brasileira | Cozinha regional,Restaurante
1524963001048,Brasileira | Cozinha regional,Restaurante
1524963001200,Brasileira,Restaurante
1525247000194,Brasileira | Cozinha regional,Similar
1525323000161,Americana,Restaurante
1525323000242,Americana,Restaurante
1525323000323,Americana,Restaurante
1525323000404,Americana,Similar
1525323000595,Americana,Similar
1525323000757,Americana,Similar
1525323001052,Americana,Similar
1525323001303,Americana,Restaurante
1525323001486,Americana,Restaurante
1525323001567,Americana,Similar
1525323001648,Americana,Restaurante
1525323001729,Americana,Similar
1525323002024,Americana,Similar
1525323002296,Americana,Similar
1525323002377,Americana,Similar
1525323002539,Americana,Restaurante
1525323002610,Americana,Similar
1525323002709,Americana,Similar
1525323002881,Americana,Similar
1525323002962,Americana,Similar
1525323003004,Americana,Restaurante
1525323003187,Americana,Similar
1525323003268,Americana,Similar
1525323003349,Americana,Restaurante
1525323003420,Americana,Similar
1525323003500,Americana,Similar
1525323003691,Americana,Similar
1525323003772,Americana,Restaurante
1525323003853,Americana,Restaurante
1525323004078,Americana,Similar
1525323004159,Americana,Similar
1525323004230,Americana,Restaurante
1525323004310,Americana,Similar
1525323004400,Americana,Similar
1525323004582,Americana,Similar
1525323004663,Americana,Similar
1525323004744,Americana,Restaurante
1525323004906,Americana,Similar
1525323005040,Americana,Similar
1525323005120,Americana,Restaurante
1527805000150,Japonesa,Restaurante
1530154000158,Brasileira | Árabe,Restaurante
1539225000183,Brasileira,Similar
1540975000175,Cozinha regional,Similar
1545635000137,Brasileira | Cozinha regional | Italiana,Restaurante
1546949000154,Brasileira | Japonesa | Árabe,Restaurante
1549561000107,Brasileira | Cozinha regional,Restaurante
1553343000146,Brasileira | Cozinha regional | Italiana,Restaurante
1554753000101,Cozinha regional,Restaurante
1554797000131,Brasileira,Restaurante
1561171000152,Brasileira | Chinesa,Restaurante
1561947000134,Brasileira,Restaurante
1562272000148,Brasileira | Cozinha regional | Italiana,Restaurante
1562744000162,Brasileira,Restaurante
1565565000189,Brasileira,Restaurante
1566318000105,Brasileira,Similar
1567052000107,Brasileira | Italiana,Restaurante
1571127000123,Brasileira,Restaurante
1572652000163,Brasileira,Similar
1572830000156,Brasileira,Restaurante
1573718000130,Alemã | Brasileira | Italiana,Restaurante
1577074000158,Japonesa,Restaurante
1577773000106,Brasileira,Similar
1579202000100,Brasileira,Restaurante
1582206000130,Brasileira,Similar
1583149000103,Brasileira | Árabe,Restaurante
1585628000169,Brasileira | Italiana,Similar
1588954000120,Brasileira | Cozinha regional,Restaurante
1593471000113,Brasileira | Cozinha regional,Restaurante
1593971000155,Brasileira | Cozinha regional,Restaurante
1594132000151,Brasileira | Portuguesa,Restaurante
1597992000149,Alemã | Brasileira,Cafeteria
1598882000100,Brasileira | Cozinha regional | Italiana,Restaurante
1600502000116,Brasileira,Restaurante
1601880000114,Francesa,Similar
1602520000137,Italiana,Restaurante
1603603000140,Brasileira,Restaurante
1603603000221,Brasileira,Restaurante
1604513000174,Brasileira,Restaurante
1605097000129,Brasileira | Cozinha regional | Espanhola,Restaurante
1609436000145,Brasileira | Italiana,Restaurante
1613034000114,Brasileira | Cozinha regional,Restaurante
1619986000145,Brasileira,Restaurante
1622055000104,Brasileira,Restaurante
1623946000177,Brasileira,Restaurante
1625205000125,Brasileira,Restaurante
1631311000111,Americana,Similar
1631311000464,Americana,Restaurante
1631311000545,Americana,Restaurante
1631311000626,Americana,Restaurante
1631311000707,Americana,Restaurante
1631311000898,Americana,Restaurante
1631311000979,Americana,Restaurante
1631457000167,Brasileira,Bar
1632132000107,Brasileira,Restaurante
1632132000360,Brasileira,Restaurante
1632854000153,Italiana | Árabe,Restaurante
1634140000184,Brasileira | Cozinha regional,Similar
1634140000184,Cozinha regional,Similar
1634225000162,Italiana | Árabe,Restaurante
1636239000115,Cozinha regional,Restaurante
1639162000137,Italiana | Árabe,Restaurante
1639337000106,Brasileira,Restaurante
1639520000101,Brasileira,Similar
1640719000150,Italiana | Árabe,Restaurante
1640723000118,Italiana | Árabe,Restaurante
1642893000131,Brasileira,Similar
1647191000140,Brasileira | Portuguesa,Similar
1649004000168,Brasileira | Italiana,Restaurante
1650545000106,Brasileira | Cozinha regional,Restaurante
1657685000106,Cozinha regional,Restaurante
1660693000101,Cozinha regional,Restaurante
1663782000101,Brasileira,Restaurante
1665528000142,Brasileira,Restaurante
1667086000173,Japonesa,Restaurante
1672315000148,Cozinha regional | Italiana | Portuguesa,Restaurante
1673901000107,Brasileira | Italiana,Restaurante
1679099000243,Brasileira | Cozinha regional | Espanhola,Restaurante
1679943000155,Brasileira,Restaurante
1680347000195,Cozinha regional,Restaurante
1681886000149,Brasileira | Cozinha regional,Restaurante
1683443000197,Brasileira,Bar
1686448000173,Japonesa,Restaurante
1687633000182,Brasileira | Italiana,Restaurante
1687633000344,Brasileira | Italiana,Restaurante
1690716000120,Brasileira,Restaurante
1692076000198,Cozinha regional,Restaurante
1694310000116,Alemã | Argentina | Espanhola,Similar
1695252000145,Brasileira,Restaurante
1695404000100,Árabe,Restaurante
1699009000103,Brasileira | Chinesa | Cozinha regional,Restaurante
1703837000160,Alemã | Brasileira | Cozinha regional,Restaurante
1704464000141,Brasileira | Cozinha regional | Italiana,Restaurante
1705224000161,Brasileira,Restaurante
1706341000220,Brasileira,Bar
1706951000143,Brasileira,Restaurante
1710041000134,Brasileira,Restaurante
1713345000155,Brasileira,Restaurante
1715469000170,Brasileira,Restaurante
1722217000178,Brasileira,Restaurante
1728869000110,Brasileira,Restaurante
1728967000157,Cozinha regional,Restaurante
1729739000100,Brasileira | Italiana,Restaurante
1731973000163,Brasileira,Restaurante
1733075000144,Cozinha regional,Restaurante
1734731000123,Brasileira,Similar
1735029000184,Brasileira,Restaurante
1737835000191,Brasileira,Similar
1738195000134,Brasileira | Cozinha regional,Restaurante
1738672000161,Brasileira | Cozinha regional,Restaurante
1738727000133,Brasileira,Restaurante
1740041000187,Brasileira,Bar
1740041000187,Brasileira,Similar
1741284000130,Alemã | Brasileira | Cozinha regional,Restaurante
1743714000152,Brasileira,Restaurante
1744129000177,Brasileira,Restaurante
1744129000339,Brasileira,Restaurante
1744129000410,Brasileira,Restaurante
1744129000681,Brasileira | Cozinha regional | Italiana,Restaurante
1744129000762,Brasileira,Restaurante
1744129000843,Brasileira,Restaurante
1744129000924,Brasileira,Restaurante
1747578000179,Brasileira | Cozinha regional,Restaurante
1748619000141,Brasileira,Restaurante
1748790000150,Americana,Restaurante
1749429000149,Brasileira | Cozinha regional,Restaurante
1757829000104,Americana,Restaurante
1757829000287,Americana,Restaurante
1757829000368,Americana,Restaurante
1757829000449,Americana,Restaurante
1757829000520,Americana,Restaurante
1757829000600,Americana,Restaurante
1757829000791,Americana,Restaurante
1757829000872,Americana,Restaurante
1757829000953,Americana,Restaurante
1757829001097,Americana,Restaurante
1757829001178,Americana,Restaurante
1757829001259,Americana,Restaurante
1758016000120,Americana,Restaurante
1758016000201,Americana,Similar
1758016000392,Americana,Similar
1758016000473,Americana,Similar
1758016000554,Americana,Similar
1762660000172,Brasileira,Restaurante
1764484000108,Japonesa,Restaurante
1766899000110,Brasileira | Cozinha regional,Restaurante
1769059000101,Cozinha regional,Similar
1774589000148,Brasileira | Cozinha regional,Restaurante
1774872000170,Chinesa,Restaurante
1774872000170,Chinesa | Japonesa,Restaurante
1776363000186,Cozinha regional,Restaurante
1776980000181,Brasileira | Cozinha regional | Portuguesa,Restaurante
1777977000182,Brasileira | Cozinha regional,Restaurante
1778978000141,Brasileira | Cozinha regional,Restaurante
1781047000100,Brasileira,Restaurante
1782068000132,Brasileira | Cozinha regional,Restaurante
1782643000105,Brasileira | Cozinha regional,Restaurante
1784462000100,Italiana,Bar
1786467000171,Brasileira | Cozinha regional | Italiana,Restaurante
1788904000196,Italiana | Árabe,Restaurante
1789345000139,Brasileira,Restaurante
1790381000112,Brasileira,Restaurante
1790544000167,Alemã | Cozinha regional,Restaurante
1790878000130,Brasileira | Cozinha regional,Restaurante
1793112000100,Chinesa | Japonesa,Restaurante
1799022000126,Cozinha regional,Restaurante
1799351000177,Japonesa,Restaurante
1801974000137,Brasileira | Cozinha regional,Cafeteria
1802358000109,Italiana | Árabe,Restaurante
1803125000112,Brasileira,Cafeteria
1807375000120,Brasileira | Italiana | Portuguesa,Cafeteria
1811546000195,Cozinha regional,Restaurante
1813699000171,Brasileira,Similar
1815147000100,Brasileira,Cafeteria
1815787000102,Brasileira | Cozinha regional | Japonesa,Restaurante
1816039000144,Cozinha regional,Bar
1817338000101,Alemã | Brasileira,Bar
1817799000176,Brasileira,Restaurante
1817866000152,Brasileira,Restaurante
1817866000233,Brasileira,Restaurante
1817866000314,Brasileira,Restaurante
1818213000198,Brasileira,Restaurante
1822521000197,Brasileira,Restaurante
1829602000119,Brasileira | Cozinha regional | Italiana,Restaurante
1832636000162,Brasileira,Restaurante
1832636000324,Brasileira,Restaurante
1832636000596,Brasileira,Restaurante
1832636000677,Brasileira,Restaurante
1833767000164,Brasileira,Restaurante
1836357000177,Brasileira,Restaurante
1836357000509,Brasileira,Restaurante
1836357000681,Brasileira,Restaurante
1836357000924,Brasileira,Restaurante
1836357000924,Americana,Restaurante
1836357001068,Brasileira,Restaurante
1836357001068,Americana,Restaurante
1836357001149,Brasileira,Restaurante
1836357001149,Americana,Restaurante
1836357001220,Brasileira,Restaurante
1836357001220,Americana,Restaurante
1836357001300,Brasileira,Restaurante
1836357001491,Brasileira,Restaurante
1836357001572,Brasileira,Restaurante
1836357001572,Americana,Restaurante
1836357001653,Brasileira,Restaurante
1836357001653,Americana,Restaurante
1836357001734,Brasileira,Restaurante
1836357001734,Americana,Restaurante
1836357001815,Brasileira,Restaurante
1836357001815,Americana,Restaurante
1836357001904,Brasileira,Restaurante
1838862000150,Brasileira,Similar
1845867000100,Brasileira | Cozinha regional | Portuguesa,Restaurante
1849187000165,Brasileira,Restaurante
1851098000153,Brasileira | Portuguesa,Bar
1852948000138,Brasileira | Cozinha regional,Restaurante
1853828000155,Tailandesa,Restaurante
1854002000100,Brasileira,Cafeteria
1855630000100,Brasileira | Cozinha regional,Restaurante
1857198000197,Brasileira,Restaurante
1863639000163,Japonesa,Restaurante
1866207000106,Cozinha regional,Restaurante
1870006000182,Portuguesa,Restaurante
1870529000129,Brasileira | Japonesa,Similar
1874302000151,Brasileira,Cafeteria
1880146000131,Cozinha regional,Bar
1880929000115,Brasileira,Similar
1881186000106,Brasileira,Restaurante
1882342000145,Americana | Brasileira | Italiana,Restaurante
1887056000172,Italiana,Restaurante
1890041000163,Brasileira,Similar
1890074000103,Brasileira,Restaurante
1890489000187,Argentina | Brasileira | Italiana,Cafeteria
1890820000169,Italiana | Portuguesa,Restaurante
1891245000119,Brasileira,Restaurante
1897733000133,Brasileira,Similar
1897870000178,Brasileira | Cozinha regional | Japonesa,Restaurante
1905151000151,Brasileira,Cafeteria
1906570000108,Brasileira,Bar
1908396000132,Brasileira,Restaurante
1908969000128,Brasileira | Cozinha regional,Restaurante
1910679000208,Brasileira | Cozinha regional,Restaurante
1915508000182,Cozinha regional,Bar
1920210000160,Brasileira | Cozinha regional,Similar
1922994000166,Cozinha regional,Restaurante
1924739000152,Brasileira,Restaurante
1925183000119,Italiana | Árabe,Restaurante
1925315000102,Brasileira | Cozinha regional,Restaurante
1926391000132,Brasileira,Restaurante
1933217000117,Italiana,Restaurante
1937072000122,Americana,Similar
1937526000165,Americana,Restaurante
1938438000188,Argentina | Brasileira | Espanhola,Restaurante
1938742000125,Brasileira,Restaurante
1943113000193,Cozinha regional,Restaurante
1943249000101,Brasileira,Restaurante
1943627000149,Brasileira,Similar
1944732000100,Brasileira | Portuguesa,Restaurante
1946431000108,Americana | Italiana,Restaurante
1955840000170,Brasileira,Similar
1956420000109,Brasileira | Italiana | Japonesa,Restaurante
1958104000257,Brasileira,Similar
1961478000140,Brasileira,Restaurante
1961485000142,Brasileira,Restaurante
1963080000143,Brasileira,Restaurante
1964226000175,Brasileira | Cozinha regional,Restaurante
1964909000122,Brasileira,Bar
1975736000148,Brasileira,Similar
1978809000155,Americana | Brasileira | Cozinha regional,Cafeteria
1980486000134,Brasileira,Restaurante
1981887000109,Brasileira,Restaurante
1984295000140,Brasileira | Cozinha regional,Restaurante
1984948000191,Brasileira | Cozinha regional,Cafeteria
1986543000192,Italiana,Restaurante
1986641000120,Brasileira,Restaurante
