CNPJ,ESPECIALIDADE
28580024000186,Brasileira
28583900000128,Asiática | Brasileira | Japonesa
28583917000185,Brasileira
28583917000266,Brasileira
28583917000347,Brasileira
28583917000428,Brasileira
28585216000185,Brasileira | Francesa
28589399000107,Brasileira
28589445000178,Brasileira | Italiana
28594174000149,Cozinha regional
28599314000171,Brasileira
28602896000106,Brasileira
28606684000199,Cozinha regional
28606807000191,Brasileira
28609052000189,Cozinha regional
28611177000143,Brasileira
28617086000115,Italiana
28617684000194,Brasileira
28619052000160,Brasileira | Chinesa
28625528000175,Cozinha regional
28628631000179,Brasileira
28632097000174,Brasileira | Cozinha regional
28632250000163,Alemã | Brasileira | Italiana
28633657000105,Brasileira
28634819000120,Italiana
28638430000152,Francesa
28638653000110,Brasileira | Cozinha regional
28639827000169,Portuguesa
28640528000144,Brasileira
28643551000192,Brasileira
28644301000177,Brasileira
28646351000193,Brasileira | Cozinha regional
28649784000100,Brasileira
28651914000131,Portuguesa
28652336000158,Brasileira
28653314000102,Brasileira | Cozinha regional
28654514000180,Brasileira
28654943000157,Brasileira
28665063000186,Brasileira
28666457000159,Brasileira | Cozinha regional
28673617000197,Cozinha regional
28673699000170,Japonesa
28676231000139,Brasileira
28678521000111,Cozinha regional
28678898000170,Chinesa | Japonesa | Tailandesa
28679826000148,Brasileira
28684960000137,Brasileira
28685343000156,Brasileira
28688432000156,Francesa
28688597000128,Americana | Brasileira | Cozinha regional
28689071000162,Brasileira
28691505000169,Brasileira
28691615000120,Americana | Brasileira | Italiana
28693623000106,Brasileira | Portuguesa
28694971000106,Brasileira
28695037000109,Portuguesa
28696038000160,Cozinha regional
28696330000182,Grega | Italiana
28697339000108,Brasileira
28698990000100,Brasileira
28703759000150,Brasileira
28708376000174,Brasileira
28709794000186,Brasileira
28716979000118,Brasileira
28717802000136,Brasileira
28724237000215,Brasileira | Cozinha regional
28728345000185,Brasileira | Cozinha regional
28728740000168,Brasileira | Cozinha regional
28729339000142,Brasileira | Cozinha regional
28731036000164,Brasileira | Cozinha regional
28732269000181,Brasileira
28735763000108,Brasileira
28738804000101,Brasileira
28738804000292,Brasileira
28738804000373,Brasileira
28741062000173,Cozinha regional
28743840000163,Cozinha regional | Italiana
28745922000147,Mexicana
28747782000146,Cozinha regional
28750041000114,Alemã | Cozinha regional
28750526000108,Brasileira | Cozinha regional | Indiana
28754768000170,Brasileira
28756063000191,Brasileira
28756189000166,Brasileira
28757485000181,Brasileira
28757954000162,Brasileira | Portuguesa
28758957000110,Brasileira
28759518000122,Brasileira
28759518000203,Brasileira
28759532000126,Brasileira
28759810000145,Brasileira
28760917000103,Brasileira
28761974000107,Brasileira
28766290000106,Brasileira
28767062000142,Portuguesa
28767874000198,Brasileira
28767874000279,Brasileira
28767874000350,Brasileira
28767943000163,Americana | Brasileira | Cozinha regional
28768816000189,Francesa
28769472000122,Cozinha regional
28769846000100,Brasileira | Cozinha regional
28769866000180,Brasileira | Portuguesa
28769866000261,Argentina | Francesa
28774282000101,Alemã | Brasileira | Cozinha regional
28776553000150,Brasileira | Italiana
28776715000150,Cozinha regional | Francesa
28777080000105,Brasileira | Cozinha regional
28777145000112,Brasileira
28778814000170,Brasileira
28780493000220,Brasileira
28781358000118,Brasileira | Cozinha regional
28783883000172,Brasileira
28784015000107,Brasileira | Portuguesa
28786320000138,Brasileira | Cozinha regional | Japonesa
28789646000119,Brasileira
28791951000145,Brasileira | Italiana | Portuguesa
28792703000119,Brasileira | Italiana
28795955000100,Brasileira
28797149000162,Chinesa | Japonesa
28798157000123,Italiana
28798646000185,Brasileira
28799522000114,Brasileira
28799909000170,Brasileira
28801540000193,Brasileira
28802355000113,Americana
28803012000173,Japonesa
28803188000125,Japonesa
28804039000180,Brasileira
28804696000128,Brasileira
28804899000114,Brasileira
28806210000190,Brasileira | Cozinha regional
28808013000100,Brasileira
28810555000118,Brasileira
28812968000131,Brasileira
28814570000134,Argentina | Cozinha regional
28821256000189,Brasileira | Cozinha regional | Italiana
28822662000166,Brasileira
28829316000100,Italiana
28831658000164,Cozinha regional
28831864000174,Brasileira
28835828000189,Americana
28835828000260,Americana
28836652000180,Americana | Brasileira | Italiana
28837192000104,Chinesa
28837890000100,Brasileira
28841110000103,Americana | Brasileira | Cozinha regional
28841110000367,Americana | Brasileira | Cozinha regional
28841110000448,Americana | Brasileira | Cozinha regional
28841110000529,Americana | Brasileira | Cozinha regional
28843372000107,Brasileira | Cozinha regional
28850648000176,Cozinha regional
28850979000106,Brasileira | Cozinha regional
28855729000169,Brasileira | Italiana
28857315000179,Brasileira | Cozinha regional | Italiana
28858491000125,Brasileira
28858802000156,Brasileira
28859625000122,Portuguesa
28861289000152,Italiana
28861541000123,Brasileira
28863486000100,Argentina | Brasileira | Cozinha regional
28864520000161,Asiática | Brasileira | Chinesa
28867159000127,Brasileira | Portuguesa
28867625000174,Italiana
28872512000167,Brasileira
28872982000120,Brasileira
28873007000137,Cozinha regional
28874080000123,Italiana
28874396000115,Brasileira | Cozinha regional
28874680000191,Brasileira | Cozinha regional
28875975000182,Italiana
28877476000124,Brasileira
28878612000109,Brasileira
28879621000106,Brasileira | Cozinha regional
28881011000147,Espanhola
28881205000142,Asiática | Brasileira | Cozinha regional
28881727000144,Brasileira
28882029000163,Brasileira
28882270000192,Brasileira
28882940000170,Americana | Mexicana
28888014000102,Japonesa
28889823000139,Brasileira
28891301000171,Brasileira | Cozinha regional
28893415000150,Brasileira
28893685000161,Cozinha regional
28894450000194,Brasileira
28897238000180,Brasileira
28899285000163,Alemã | Italiana
28899483000127,Brasileira
28899484000171,Brasileira
28899997000182,Brasileira | Francesa
28902650000141,Cozinha regional
28902685000180,Brasileira
28902751000112,Brasileira
28902751000201,Brasileira
28903098000106,Brasileira
28905590000110,Italiana
28906804000173,Americana | Brasileira
28907516000133,Brasileira
28907714000105,Brasileira | Portuguesa
28913772000133,Brasileira | Cozinha regional
28915235000122,Brasileira | Cozinha regional
28916562000107,Brasileira | Cozinha regional
28920485000150,Brasileira
28920485000231,Brasileira
28920568000140,Mexicana
28921954000156,Brasileira
28921954000237,Brasileira
28923352000138,Brasileira
28923858000147,Brasileira
28925004000108,Brasileira
28925181000186,Italiana
28926081000174,Brasileira | Cozinha regional
28926349000178,Americana
28926349000259,Americana
28926349000330,Americana
28926349000410,Americana
28926349000500,Americana
28926349000682,Americana
28926349000763,Americana
28926349000844,Americana
28926349000925,Americana
28926349001069,Americana
28926349001140,Americana
28929502000110,Cozinha regional
28932357000208,Brasileira
28932357000399,Brasileira
28932357000470,Brasileira
28932357000550,Brasileira
28932357000631,Brasileira
28932357000712,Brasileira
28932357000801,Brasileira
28932357000984,Brasileira
28932357001018,Brasileira
28932357001107,Brasileira
28933779000117,Brasileira | Japonesa | Portuguesa
28934989000120,Brasileira | Cozinha regional
28940461000163,Brasileira
28941213000137,Brasileira | Cozinha regional
28941215000126,Brasileira
28941647000137,Brasileira
28941944000182,Espanhola | Portuguesa
28942041000116,Brasileira | Cozinha regional
28942214000104,Brasileira
28942279000141,Asiática
28943401000102,Alemã | Brasileira | Cozinha regional
28946439000120,Portuguesa
28949381000179,Asiática
28951495000153,Brasileira
28951934000128,Brasileira
28952732000109,Brasileira | Francesa
28953109000162,Brasileira
28953641000180,Italiana
28953641000260,Brasileira | Italiana
28953641000341,Brasileira | Italiana
28960484000130,Japonesa
28961417000130,Cozinha regional
28965652000180,Brasileira
28967057000183,Cozinha regional
28971837000105,Portuguesa
28972852000160,Brasileira
28973917000191,Brasileira
28976043000126,Brasileira
28976348000138,Brasileira | Portuguesa
28978313000138,Brasileira
28983171000105,Brasileira
28983306000124,Americana
28983415000141,Brasileira
28984833000153,Brasileira
28985349000149,Brasileira | Portuguesa
28986167000192,Brasileira
28986276000100,Italiana | Mexicana | Árabe
28987399000165,Alemã | Cozinha regional
28988937000136,Brasileira
28992844000185,Brasileira | Italiana | Árabe
28993129000167,Brasileira
28993561000158,Brasileira
28995372000114,Cozinha regional
28999211000107,Brasileira | Cozinha regional
29002046000121,Brasileira
29002361000159,Brasileira
29002695000122,Brasileira | Cozinha regional
29007027000198,Brasileira | Japonesa
29007687000179,Asiática | Brasileira | Cozinha regional
29008320000170,Japonesa
29009714000142,Americana
29010631000173,Brasileira
29011938000199,Alemã | Brasileira | Cozinha regional
29017159000109,Brasileira
29017161000170,Cozinha regional | Italiana
29018907000160,Americana | Brasileira | Cozinha regional
29028729000158,Brasileira
29029335000114,Japonesa
29029335000203,Brasileira | Japonesa
29031900000188,Brasileira | Cozinha regional
29032973000194,Brasileira | Cozinha regional
29033158000140,Brasileira
29034247000100,Italiana
29036677000161,Italiana
29037825000162,Brasileira
29038784000129,Americana | Argentina | Cozinha regional
29039437000110,Brasileira
29041715000174,Alemã | Americana | Brasileira
29046694000180,Brasileira
29047286000142,Brasileira | Cozinha regional
29048059000131,Americana | Brasileira | Cozinha regional
29048059000212,Cozinha regional
29048059000301,Cozinha regional
29048059000484,Cozinha regional
29048059000646,Italiana
29048059000808,Brasileira | Cozinha regional
29048059000999,Brasileira | Cozinha regional
29048059001022,Argentina | Brasileira | Chinesa
29048059001103,Brasileira | Cozinha regional
29051939000167,Americana | Mexicana
29053127000150,Brasileira
29055849000144,Brasileira
29060036000142,Brasileira | Cozinha regional
29062987000150,Brasileira
29063072000160,Americana | Brasileira | Italiana
29063142000180,Cozinha regional
29065317000198,Brasileira
29065574000120,Brasileira | Cozinha regional | Italiana
29065942000130,Brasileira
29066572000155,Brasileira
29067442000137,Brasileira | Cozinha regional
29067976000163,Brasileira
29070002000139,Americana
29077328000198,Brasileira
29077416000190,Americana | Brasileira
29078361000132,Italiana
29079099000140,Brasileira
29080813000110,Cozinha regional | Portuguesa
29080946000197,Brasileira | Cozinha regional
29080946000278,Brasileira | Cozinha regional
29080946000359,Brasileira | Cozinha regional
29080972000115,Brasileira | Cozinha regional
29081029000127,Brasileira | Cozinha regional
29081517000134,Americana | Brasileira | Mexicana
29082503000135,Brasileira
29083955000131,Alemã | Brasileira
29087199000119,Brasileira
29087671000113,Brasileira
29088595000160,Brasileira | Italiana
29089387000186,Brasileira
29093066000155,Brasileira
29093197000132,Brasileira | Chinesa | Japonesa
29093260000130,Brasileira
29096183000172,Brasileira | Cozinha regional | Italiana
29098623000120,Brasileira
29098627000109,Brasileira
29101354000104,Brasileira
29103186000196,Brasileira | Francesa | Italiana
29107126000141,Brasileira
29107408000149,Brasileira
29108588000183,Árabe
29111963000144,Italiana
29114588000358,Brasileira
29116411000129,Brasileira | Cozinha regional | Portuguesa
29117757000141,Brasileira
29119706000159,Cozinha regional
29123845000156,Italiana
29128777000118,Portuguesa
29132454000106,Brasileira | Cozinha regional
29132708000188,Cozinha regional
29133213000173,Brasileira
29133947000152,Brasileira
29136577000107,Brasileira
29138231000148,Brasileira
29138747000192,Brasileira
29139139000100,Brasileira
29140775000144,Americana | Brasileira
29141073000185,Americana
29142138000107,Brasileira
29142574000186,Brasileira
29142954000110,Japonesa
29144352000100,Brasileira
29149446000164,Brasileira | Cozinha regional
29152900000136,Brasileira | Cozinha regional | Italiana
29154439000150,Italiana
29156440000114,Argentina | Brasileira | Italiana
29158026000144,Brasileira
29158610000108,Brasileira
29159684000150,Brasileira | Portuguesa
29161073000147,Brasileira
29161828000103,Italiana
29162261000190,Brasileira
29163074000120,Brasileira
29165915000139,Japonesa
29165915000210,Japonesa
29166365000172,Brasileira
29170557000152,Brasileira
29170558000105,Brasileira
29171560000190,Brasileira | Portuguesa
29172474000100,Americana | Brasileira | Italiana
29173651000165,Francesa
29174363000125,Cozinha regional
29176959000164,Brasileira
29178393000100,Brasileira
29180777000167,Americana | Brasileira
29181279000139,Francesa | Japonesa
29182041000128,Brasileira
29182869000186,Cozinha regional | Italiana
29183730000157,Americana
29185612000188,Brasileira
29188809000170,Alemã | Brasileira
29191351000109,Brasileira | Italiana
29195852000163,Americana | Brasileira
29199826000103,Brasileira
29201822000112,Indiana
29202444000191,Brasileira | Cozinha regional
29202591000161,Americana | Brasileira
29205806000106,Brasileira | Cozinha regional
29205940000107,Brasileira
29206222000147,Cozinha regional
29206408000104,Cozinha regional
29206696000199,Brasileira | Cozinha regional
29207284000173,Brasileira
29207544000100,Brasileira | Cozinha regional
29211644000100,Brasileira
29217025000123,Brasileira
29219963000162,Brasileira
29220460000107,Brasileira | Cozinha regional
29221589000130,Brasileira
29222373000199,Brasileira
29223536000158,Asiática | Japonesa
29224873000160,Brasileira
29225504000191,Brasileira | Cozinha regional
29226892000125,Brasileira | Cozinha regional
29228217000135,Argentina | Brasileira
29229623000112,Italiana
29230819000127,Brasileira
29230910000142,Cozinha regional
29231260000150,Brasileira
29231512000140,Brasileira
29234726000170,Brasileira | Cozinha regional | Italiana
29237010000127,Brasileira | Italiana | Japonesa
29238788000150,Brasileira
29240894000179,Brasileira
29244570000109,Cozinha regional
29244707000125,Cozinha regional
29245218000198,Brasileira | Cozinha regional
29246846000198,Brasileira
29246882000151,Brasileira | Cozinha regional
